Brand,Date,Expiry,Floor,Lease Start,Parent Group,Sales Category,Tcode,Unit,GLA,Sales
Pinkberry,9/1/2018,7/3/2021,Ground Floor,7/4/2019,Al Shaya,Speciality Food,t0000810,L0-046,100,60080
Häagen-Dazs,4/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,25485
Häagen-Dazs,4/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,2384
Häagen-Dazs,8/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,38532
Häagen-Dazs,8/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,0
Häagen-Dazs,12/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,21158
Häagen-Dazs,12/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,0
Häagen-Dazs,2/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,17236
Häagen-Dazs,2/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,14926
Häagen-Dazs,1/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,22228
Häagen-Dazs,1/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,14995
Häagen-Dazs,7/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,36572
Häagen-Dazs,7/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,0
Häagen-Dazs,6/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,19415
Häagen-Dazs,6/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,0
Häagen-Dazs,3/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,18642
Häagen-Dazs,3/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,12300
Häagen-Dazs,5/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,17541
Häagen-Dazs,5/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,0
Häagen-Dazs,11/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,12718
Häagen-Dazs,11/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,0
Häagen-Dazs,10/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,14369
Häagen-Dazs,10/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,0
Häagen-Dazs,9/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,22142
Häagen-Dazs,9/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000833,,104,0
KFC,4/1/2017,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,187160
KFC,4/1/2018,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,160128
KFC,8/1/2017,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,205864
KFC,8/1/2018,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,225390
KFC,12/1/2017,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,229507
KFC,12/1/2018,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,219753
KFC,2/1/2017,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,154517
KFC,2/1/2018,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,161066
KFC,1/1/2017,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,191196
KFC,1/1/2018,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,162001
KFC,7/1/2017,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,223091
KFC,7/1/2018,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,195882
KFC,6/1/2017,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,138658
KFC,6/1/2018,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,174275
KFC,3/1/2017,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,155998
KFC,3/1/2018,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,161771
KFC,5/1/2017,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,127355
KFC,5/1/2018,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,118171
KFC,11/1/2017,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,163052
KFC,11/1/2018,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,145740
KFC,10/1/2017,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,148135
KFC,10/1/2018,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,130208
KFC,9/1/2017,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,185739
KFC,9/1/2018,2/28/2022,Second Floor,3/1/2019,Others,Cafes,t0000698,L2-005,69,171971
LINA'S,4/1/2017,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,14300
LINA'S,4/1/2018,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,20726
LINA'S,8/1/2017,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,27663
LINA'S,8/1/2018,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,0
LINA'S,12/1/2017,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,25083
LINA'S,12/1/2018,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,0
LINA'S,2/1/2017,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,22942
LINA'S,2/1/2018,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,18278
LINA'S,1/1/2017,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,31528
LINA'S,1/1/2018,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,27187
LINA'S,7/1/2017,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,32354
LINA'S,7/1/2018,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,0
LINA'S,6/1/2017,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,16992
LINA'S,6/1/2018,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,0
LINA'S,3/1/2017,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,23682
LINA'S,3/1/2018,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,18052
LINA'S,5/1/2017,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,18794
LINA'S,5/1/2018,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,2
LINA'S,11/1/2017,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,17012
LINA'S,11/1/2018,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,0
LINA'S,10/1/2017,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,17612
LINA'S,10/1/2018,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,0
LINA'S,9/1/2017,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,20090
LINA'S,9/1/2018,4/3/2018,Second Floor,4/3/2018,Others,Cafes,t0000723,,147,0
McDonald's,4/1/2017,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,157917
McDonald's,4/1/2018,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,144767
McDonald's,8/1/2017,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,178740
McDonald's,8/1/2018,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,192144
McDonald's,12/1/2017,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,197511
McDonald's,12/1/2018,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,195099
McDonald's,2/1/2017,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,138433
McDonald's,2/1/2018,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,111705
McDonald's,1/1/2017,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,154681
McDonald's,1/1/2018,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,136860
McDonald's,7/1/2017,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,201945
McDonald's,7/1/2018,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,187047
McDonald's,6/1/2017,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,122786
McDonald's,6/1/2018,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,151912
McDonald's,3/1/2017,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,136975
McDonald's,3/1/2018,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,128744
McDonald's,5/1/2017,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,107013
McDonald's,5/1/2018,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,99763
McDonald's,11/1/2017,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,136725
McDonald's,11/1/2018,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,139328
McDonald's,10/1/2017,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,123822
McDonald's,10/1/2018,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,119943
McDonald's,9/1/2017,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,156424
McDonald's,9/1/2018,,Second Floor,4/4/2020,Others,Cafes,t0000724,L2-004,74,149549
moka & more,4/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,19279
moka & more,4/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,2
moka & more,8/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,26517
moka & more,8/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,0
moka & more,12/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,21380
moka & more,12/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,0
moka & more,2/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,19394
moka & more,2/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,14606
moka & more,1/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,25534
moka & more,1/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,16703
moka & more,7/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,28128
moka & more,7/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,0
moka & more,6/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,16230
moka & more,6/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,0
moka & more,3/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,19414
moka & more,3/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,13173
moka & more,5/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,16640
moka & more,5/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,0
moka & more,11/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,15648
moka & more,11/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,0
moka & more,10/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,15087
moka & more,10/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,0
moka & more,9/1/2017,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,19216
moka & more,9/1/2018,4/3/2018,First Floor,4/3/2018,Others,Cafes,t0000775,,143,0
Simit Sarayi,4/1/2017,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,4/1/2018,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,8/1/2017,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,8/1/2018,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,57044
Simit Sarayi,12/1/2017,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,12/1/2018,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,49136
Simit Sarayi,2/1/2017,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,2/1/2018,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,1/1/2017,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,1/1/2018,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,7/1/2017,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,7/1/2018,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,6/1/2017,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,6/1/2018,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,3/1/2017,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,3/1/2018,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,5/1/2017,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,5/1/2018,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,11/1/2017,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,11/1/2018,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,39832
Simit Sarayi,10/1/2017,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,10/1/2018,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,37588
Simit Sarayi,9/1/2017,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,0
Simit Sarayi,9/1/2018,8/2/2023,First Floor,8/3/2018,Others,Cafes,t0116681,L1-090,104,44113
Starbucks,4/1/2017,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,91355
Starbucks,4/1/2018,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,84605
Starbucks,8/1/2017,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,107678
Starbucks,8/1/2018,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,119752
Starbucks,12/1/2017,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,118144
Starbucks,12/1/2018,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,119493
Starbucks,2/1/2017,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,83121
Starbucks,2/1/2018,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,83001
Starbucks,1/1/2017,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,99028
Starbucks,1/1/2018,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,96000
Starbucks,7/1/2017,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,117612
Starbucks,7/1/2018,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,119823
Starbucks,6/1/2017,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,81414
Starbucks,6/1/2018,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,98438
Starbucks,3/1/2017,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,88459
Starbucks,3/1/2018,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,97480
Starbucks,5/1/2017,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,78407
Starbucks,5/1/2018,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,77851
Starbucks,11/1/2017,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,90189
Starbucks,11/1/2018,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,96302
Starbucks,10/1/2017,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,84945
Starbucks,10/1/2018,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,88804
Starbucks,9/1/2017,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,88870
Starbucks,9/1/2018,4/3/2023,First Floor,4/4/2018,Al Shaya,Cafes,t0000813,"L1-103, L1-103A ",211,93414
Starbucks,4/1/2017,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,39949
Starbucks,4/1/2018,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,34991
Starbucks,8/1/2017,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,32854
Starbucks,8/1/2018,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,34468
Starbucks,12/1/2017,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,37940
Starbucks,12/1/2018,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,40324
Starbucks,2/1/2017,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,26968
Starbucks,2/1/2018,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,27880
Starbucks,1/1/2017,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,33427
Starbucks,1/1/2018,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,26816
Starbucks,7/1/2017,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,37645
Starbucks,7/1/2018,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,34609
Starbucks,6/1/2017,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,30797
Starbucks,6/1/2018,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,29813
Starbucks,3/1/2017,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,30098
Starbucks,3/1/2018,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,32829
Starbucks,5/1/2017,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,60696
Starbucks,5/1/2018,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,25087
Starbucks,11/1/2017,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,30997
Starbucks,11/1/2018,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,34260
Starbucks,10/1/2017,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,29677
Starbucks,10/1/2018,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,29084
Starbucks,9/1/2017,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,28898
Starbucks,9/1/2018,,Third Floor,6/10/2020,Al Shaya,Cafes,t0000851,"L3-011, L3-011A ",134,29897
Carter's,4/1/2017,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,21886
Carter's,4/1/2018,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,16401
Carter's,8/1/2017,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,58210
Carter's,8/1/2018,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,30332
Carter's,12/1/2017,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,27657
Carter's,12/1/2018,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,2
Carter's,2/1/2017,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,49628
Carter's,2/1/2018,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,37801
Carter's,1/1/2017,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,52716
Carter's,1/1/2018,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,33752
Carter's,7/1/2017,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,31545
Carter's,7/1/2018,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,23785
Carter's,6/1/2017,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,25916
Carter's,6/1/2018,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,20109
Carter's,3/1/2017,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,43799
Carter's,3/1/2018,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,25605
Carter's,5/1/2017,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,21122
Carter's,5/1/2018,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,20134
Carter's,11/1/2017,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,29428
Carter's,11/1/2018,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,2
Carter's,10/1/2017,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,29135
Carter's,10/1/2018,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,10384
Carter's,9/1/2017,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,32891
Carter's,9/1/2018,3/25/2019,Second Floor,3/25/2019,Others,Childrens Fashion,t0037620,L2-121,147,20188
Khabbaz,4/1/2017,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,0
Khabbaz,4/1/2018,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,12918
Khabbaz,8/1/2017,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,0
Khabbaz,8/1/2018,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,22105
Khabbaz,12/1/2017,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,0
Khabbaz,12/1/2018,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,23267
Khabbaz,2/1/2017,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,0
Khabbaz,2/1/2018,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,0
Khabbaz,1/1/2017,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,0
Khabbaz,1/1/2018,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,0
Khabbaz,7/1/2017,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,0
Khabbaz,7/1/2018,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,32690
Khabbaz,6/1/2017,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,0
Khabbaz,6/1/2018,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,19275
Khabbaz,3/1/2017,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,0
Khabbaz,3/1/2018,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,4492
Khabbaz,5/1/2017,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,0
Khabbaz,5/1/2018,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,10353
Khabbaz,11/1/2017,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,0
Khabbaz,11/1/2018,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,19419
Khabbaz,10/1/2017,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,0
Khabbaz,10/1/2018,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,19922
Khabbaz,9/1/2017,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,0
Khabbaz,9/1/2018,3/15/2021,Second Floor,3/16/2018,Others,Childrens Fashion,t0116636,L2-120,98,12826
Mamas & Papas,4/1/2017,11/6/2018,Second Floor,11/6/2018,Others,Childrens Fashion,t0000843,L2-035,467,79898
Mamas & Papas,4/1/2018,11/6/2018,Second Floor,11/6/2018,Others,Childrens Fashion,t0000843,L2-035,467,87020
Mamas & Papas,8/1/2017,11/6/2018,Second Floor,11/6/2018,Others,Childrens Fashion,t0000843,L2-035,467,105591
Mamas & Papas,8/1/2018,11/6/2018,Second Floor,11/6/2018,Others,Childrens Fashion,t0000843,L2-035,467,128446
