Brand,Date,Expiry,Floor,Lease Start,Parent Group,Sales Category,Tcode,Unit,GLA,Sales
Franklin & Marshall,11/1/2018,8/17/2018,Second Floor,8/17/2018,Others,Unisex Fashion,t0068034,,142,0
Franklin & Marshall,10/1/2017,8/17/2018,Second Floor,8/17/2018,Others,Unisex Fashion,t0068034,,142,14545
Franklin & Marshall,10/1/2018,8/17/2018,Second Floor,8/17/2018,Others,Unisex Fashion,t0068034,,142,0
Franklin & Marshall,9/1/2017,8/17/2018,Second Floor,8/17/2018,Others,Unisex Fashion,t0068034,,142,16068
Franklin & Marshall,9/1/2018,8/17/2018,Second Floor,8/17/2018,Others,Unisex Fashion,t0068034,,142,0
GALVANNI,4/1/2017,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,6092
GALVANNI,4/1/2018,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,0
GALVANNI,8/1/2017,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,13767
GALVANNI,8/1/2018,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,0
GALVANNI,12/1/2017,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,63281
GALVANNI,12/1/2018,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,0
GALVANNI,2/1/2017,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,4662
GALVANNI,2/1/2018,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,2
GALVANNI,1/1/2017,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,7372
GALVANNI,1/1/2018,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,2
GALVANNI,7/1/2017,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,13584
GALVANNI,7/1/2018,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,0
GALVANNI,6/1/2017,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,10053
GALVANNI,6/1/2018,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,0
GALVANNI,3/1/2017,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,7746
GALVANNI,3/1/2018,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,0
GALVANNI,5/1/2017,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,4281
GALVANNI,5/1/2018,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,0
GALVANNI,11/1/2017,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,10217
GALVANNI,11/1/2018,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,0
GALVANNI,10/1/2017,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,2205
GALVANNI,10/1/2018,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,0
GALVANNI,9/1/2017,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,8939
GALVANNI,9/1/2018,2/14/2018,First Floor,2/14/2018,Others,Unisex Fashion,t0021891,,48,0
GS shoes/Springfield,4/1/2017,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,196218
GS shoes/Springfield,4/1/2018,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,159199
GS shoes/Springfield,8/1/2017,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,173188
GS shoes/Springfield,8/1/2018,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,251808
GS shoes/Springfield,12/1/2017,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,289387
GS shoes/Springfield,12/1/2018,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,293044
GS shoes/Springfield,2/1/2017,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,162818
GS shoes/Springfield,2/1/2018,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,172532
GS shoes/Springfield,1/1/2017,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,263957
GS shoes/Springfield,1/1/2018,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,268144
GS shoes/Springfield,7/1/2017,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,274776
GS shoes/Springfield,7/1/2018,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,252423
GS shoes/Springfield,6/1/2017,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,307293
GS shoes/Springfield,6/1/2018,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,239451
GS shoes/Springfield,3/1/2017,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,125916
GS shoes/Springfield,3/1/2018,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,143379
GS shoes/Springfield,5/1/2017,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,159185
GS shoes/Springfield,5/1/2018,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,139288
GS shoes/Springfield,11/1/2017,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,199279
GS shoes/Springfield,11/1/2018,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,213766
GS shoes/Springfield,10/1/2017,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,165200
GS shoes/Springfield,10/1/2018,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,130312
GS shoes/Springfield,9/1/2017,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,119708
GS shoes/Springfield,9/1/2018,,Ground Floor,4/4/2020,Others,Unisex Fashion,t0000741,L0-014,322,139055
Guess,4/1/2017,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,64844
Guess,4/1/2018,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,59612
Guess,8/1/2017,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,60267
Guess,8/1/2018,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,57634
Guess,12/1/2017,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,105060
Guess,12/1/2018,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,104104
Guess,2/1/2017,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,26834
Guess,2/1/2018,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,37738
Guess,1/1/2017,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,65669
Guess,1/1/2018,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,82383
Guess,7/1/2017,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,88547
Guess,7/1/2018,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,64748
Guess,6/1/2017,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,29934
Guess,6/1/2018,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,75942
Guess,3/1/2017,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,43717
Guess,3/1/2018,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,51596
Guess,5/1/2017,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,32587
Guess,5/1/2018,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,27858
Guess,11/1/2017,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,71155
Guess,11/1/2018,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,86798
Guess,10/1/2017,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,38062
Guess,10/1/2018,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,38239
Guess,9/1/2017,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,30101
Guess,9/1/2018,4/3/2022,Second Floor,4/4/2019,Al Futtaim Group,Unisex Fashion,t0000791,L2-050,190,34429
H & M,4/1/2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,803196
H & M,4/1/2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,495538
H & M,8/1/2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,676558
H & M,8/1/2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,615771
H & M,12/1/2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,765104
H & M,12/1/2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,742706
H & M,2/1/2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,500419
H & M,2/1/2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,446292
H & M,1/1/2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,670495
H & M,1/1/2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,638710
H & M,7/1/2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,753196
H & M,7/1/2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,589498
H & M,6/1/2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,751970
H & M,6/1/2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,712645
H & M,3/1/2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,644820
H & M,3/1/2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,597310
H & M,5/1/2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,698200
H & M,5/1/2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,629579
H & M,11/1/2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,727821
H & M,11/1/2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,656461
H & M,10/1/2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,678439
H & M,10/1/2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,543596
H & M,9/1/2017,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,551209
H & M,9/1/2018,,First Floor,4/4/2020,Al Shaya,Unisex Fashion,t0000801,L1-002,2304,521613
H&M Man,4/1/2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,149640
H&M Man,4/1/2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,70652
H&M Man,8/1/2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,152475
H&M Man,8/1/2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,112968
H&M Man,12/1/2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,126314
H&M Man,12/1/2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,111793
H&M Man,2/1/2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,48579
H&M Man,2/1/2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,65785
H&M Man,1/1/2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,2
H&M Man,1/1/2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,106353
H&M Man,7/1/2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,162487
H&M Man,7/1/2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,115393
H&M Man,6/1/2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,136253
H&M Man,6/1/2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,107463
H&M Man,3/1/2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,127235
H&M Man,3/1/2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,75146
H&M Man,5/1/2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,136060
H&M Man,5/1/2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,80500
H&M Man,11/1/2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,108049
H&M Man,11/1/2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,91673
H&M Man,10/1/2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,121938
H&M Man,10/1/2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,86819
H&M Man,9/1/2017,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,118808
H&M Man,9/1/2018,9/1/2019,Ground Floor,9/1/2019,Al Shaya,Unisex Fashion,t0000797,L0-030,474,82321
Jack Wills,4/1/2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,4/1/2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,8/1/2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,8/1/2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,12/1/2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,12/1/2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,2/1/2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,2/1/2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,1/1/2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,157412
Jack Wills,1/1/2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,7/1/2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,7/1/2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,6/1/2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,6/1/2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,3/1/2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,3/1/2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,5/1/2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,5/1/2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,11/1/2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,11/1/2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,10/1/2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,10/1/2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,9/1/2017,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jack Wills,9/1/2018,1/31/2017,First Floor,1/31/2017,Al Shaya,Unisex Fashion,t0000798,,401,0
Jennyfer,4/1/2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,83552
Jennyfer,4/1/2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,75586
Jennyfer,8/1/2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,98845
Jennyfer,8/1/2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,63758
Jennyfer,12/1/2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,64938
Jennyfer,12/1/2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,86329
Jennyfer,2/1/2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,66035
Jennyfer,2/1/2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,75305
Jennyfer,1/1/2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,85171
Jennyfer,1/1/2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,93942
Jennyfer,7/1/2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,100092
Jennyfer,7/1/2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,80755
Jennyfer,6/1/2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,75419
Jennyfer,6/1/2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,98164
Jennyfer,3/1/2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,53194
Jennyfer,3/1/2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,90806
Jennyfer,5/1/2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,54920
Jennyfer,5/1/2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,59725
Jennyfer,11/1/2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,77563
Jennyfer,11/1/2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,70646
Jennyfer,10/1/2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,1689
Jennyfer,10/1/2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,51814
Jennyfer,9/1/2017,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,23774
Jennyfer,9/1/2018,6/14/2022,Ground Floor,6/15/2019,Others,Unisex Fashion,t0000849,L0-029,198,53594
Lacoste,4/1/2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,105817
Lacoste,4/1/2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,82476
Lacoste,8/1/2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,131800
Lacoste,8/1/2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,109395
Lacoste,12/1/2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,140505
Lacoste,12/1/2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,146468
Lacoste,2/1/2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,76198
Lacoste,2/1/2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,73731
Lacoste,1/1/2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,89047
Lacoste,1/1/2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,73300
Lacoste,7/1/2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,151779
Lacoste,7/1/2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,125223
Lacoste,6/1/2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,135543
Lacoste,6/1/2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,107469
Lacoste,3/1/2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,69022
Lacoste,3/1/2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,73605
Lacoste,5/1/2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,79477
Lacoste,5/1/2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,67693
Lacoste,11/1/2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,79462
Lacoste,11/1/2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,67103
Lacoste,10/1/2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,60946
Lacoste,10/1/2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,57022
Lacoste,9/1/2017,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,68926
Lacoste,9/1/2018,4/3/2022,Second Floor,4/4/2019,Others,Unisex Fashion,t0000722,L2-054,198,60573
Liu Jo,4/1/2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,18915
Liu Jo,4/1/2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,13882
Liu Jo,8/1/2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,21384
Liu Jo,8/1/2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,10342
Liu Jo,12/1/2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,20649
Liu Jo,12/1/2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,16786
Liu Jo,2/1/2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,35879
Liu Jo,2/1/2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,11934
Liu Jo,1/1/2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,60581
Liu Jo,1/1/2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,36192
Liu Jo,7/1/2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,50072
Liu Jo,7/1/2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,23184
Liu Jo,6/1/2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,35755
Liu Jo,6/1/2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,22915
Liu Jo,3/1/2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,23056
Liu Jo,3/1/2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,22335
Liu Jo,5/1/2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,28855
Liu Jo,5/1/2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,15189
Liu Jo,11/1/2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,16271
Liu Jo,11/1/2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,17192
Liu Jo,10/1/2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,10110
Liu Jo,10/1/2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,9623
Liu Jo,9/1/2017,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,17467
Liu Jo,9/1/2018,4/3/2019,Second Floor,4/3/2019,Others,Unisex Fashion,t0000691,L2-097,136,9691
Max,4/1/2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,492754
Max,4/1/2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,413970
Max,8/1/2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,355396
Max,8/1/2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,469945
Max,12/1/2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,477140
Max,12/1/2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,501106
Max,2/1/2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,316640
Max,2/1/2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,264068
Max,1/1/2017,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,341258
Max,1/1/2018,,Ground Floor,10/4/2019,Landmark Group,Unisex Fashion,t0000761,L0-047,1048,274994
