Brand,Date,Expiry,Floor,Lease Start,Parent Group,Sales Category,Tcode,Unit,GLA,Rent
Marwa,Apr 2018,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,14942
Marwa,Aug 2017,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,0
Marwa,Aug 2018,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,14942
Marwa,Dec 2017,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,14942
Marwa,Dec 2018,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,15689
Marwa,Feb 2017,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,0
Marwa,Feb 2018,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,14942
Marwa,Jan 2017,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,0
Marwa,Jan 2018,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,14942
Marwa,Jul 2017,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,0
Marwa,Jul 2018,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,15503
Marwa,Jun 2017,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,0
Marwa,Jun 2018,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,14942
Marwa,Mar 2017,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,0
Marwa,Mar 2018,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,14942
Marwa,May 2017,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,0
Marwa,May 2018,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,14942
Marwa,Nov 2017,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,14942
Marwa,Nov 2018,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,15689
Marwa,Oct 2017,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,14942
Marwa,Oct 2018,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,17100
Marwa,Sep 2017,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,14942
Marwa,Sep 2018,,First Floor,9/1/2020,Others,Female Fashion,t0108818,L1-018,163,15689
Max & Co,Apr 2017,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,10416
Max & Co,Apr 2018,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,18977
Max & Co,Aug 2017,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,10385
Max & Co,Aug 2018,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,0
Max & Co,Dec 2017,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,10385
Max & Co,Dec 2018,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,0
Max & Co,Feb 2017,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,9438
Max & Co,Feb 2018,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,10385
Max & Co,Jan 2017,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,9438
Max & Co,Jan 2018,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,10385
Max & Co,Jul 2017,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,10354
Max & Co,Jul 2018,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,0
Max & Co,Jun 2017,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,10385
Max & Co,Jun 2018,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,0
Max & Co,Mar 2017,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,9438
Max & Co,Mar 2018,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,10385
Max & Co,May 2017,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,10385
Max & Co,May 2018,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,0
Max & Co,Nov 2017,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,10385
Max & Co,Nov 2018,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,0
Max & Co,Oct 2017,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,10385
Max & Co,Oct 2018,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,0
Max & Co,Sep 2017,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,10385
Max & Co,Sep 2018,4/3/2018,Second Floor,4/3/2018,Others,Female Fashion,t0000693,,151,0
Miss Selfridge,Apr 2017,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Apr 2018,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Aug 2017,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Aug 2018,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Dec 2017,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Dec 2018,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Feb 2017,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Feb 2018,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Jan 2017,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,22219
Miss Selfridge,Jan 2018,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Jul 2017,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Jul 2018,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Jun 2017,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Jun 2018,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Mar 2017,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Mar 2018,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,May 2017,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,May 2018,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Nov 2017,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Nov 2018,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Oct 2017,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Oct 2018,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Sep 2017,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Miss Selfridge,Sep 2018,1/31/2017,Ground Floor,1/31/2017,Al Shaya,Female Fashion,t0000806,,186,0
Motivi,Apr 2017,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,826
Motivi,Apr 2018,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Aug 2017,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Aug 2018,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Dec 2017,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Dec 2018,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Feb 2017,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,9667
Motivi,Feb 2018,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Jan 2017,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,9667
Motivi,Jan 2018,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Jul 2017,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Jul 2018,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Jun 2017,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Jun 2018,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Mar 2017,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,8530
Motivi,Mar 2018,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,May 2017,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,May 2018,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Nov 2017,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Nov 2018,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Oct 2017,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Oct 2018,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Sep 2017,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Motivi,Sep 2018,2/28/2017,First Floor,2/28/2017,Others,Female Fashion,t0000690,,145,0
Only,Apr 2017,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7996
Only,Apr 2018,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,8396
Only,Aug 2017,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7996
Only,Aug 2018,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,8396
Only,Dec 2017,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7996
Only,Dec 2018,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,8396
Only,Feb 2017,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7615
Only,Feb 2018,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7996
Only,Jan 2017,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7615
Only,Jan 2018,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7996
Only,Jul 2017,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7996
Only,Jul 2018,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,8396
Only,Jun 2017,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7996
Only,Jun 2018,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,8396
Only,Mar 2017,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7615
Only,Mar 2018,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7996
Only,May 2017,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7996
Only,May 2018,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,31997
Only,Nov 2017,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7996
Only,Nov 2018,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,8396
Only,Oct 2017,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7996
Only,Oct 2018,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,2247
Only,Sep 2017,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,7996
Only,Sep 2018,4/3/2022,First Floor,4/4/2019,Best Seller,Female Fashion,t0000794,L1-042,77,8396
OXXO,Apr 2017,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,0
OXXO,Apr 2018,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,13800
OXXO,Aug 2017,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,0
OXXO,Aug 2018,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,13800
OXXO,Dec 2017,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,13800
OXXO,Dec 2018,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,14490
OXXO,Feb 2017,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,0
OXXO,Feb 2018,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,13800
OXXO,Jan 2017,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,0
OXXO,Jan 2018,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,13800
OXXO,Jul 2017,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,0
OXXO,Jul 2018,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,13800
OXXO,Jun 2017,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,0
OXXO,Jun 2018,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,13800
OXXO,Mar 2017,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,0
OXXO,Mar 2018,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,13800
OXXO,May 2017,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,0
OXXO,May 2018,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,13800
OXXO,Nov 2017,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,13800
OXXO,Nov 2018,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,14490
OXXO,Oct 2017,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,5342
OXXO,Oct 2018,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,14490
OXXO,Sep 2017,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,0
OXXO,Sep 2018,12/31/2018,Ground Floor,12/31/2018,Others,Female Fashion,t0108968,L0-092,138,13800
Stradivarius,Apr 2017,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Apr 2018,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Aug 2017,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Aug 2018,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Dec 2017,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Dec 2018,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Feb 2017,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Feb 2018,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Jan 2017,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Jan 2018,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Jul 2017,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Jul 2018,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Jun 2017,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Jun 2018,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Mar 2017,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Mar 2018,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,May 2017,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,May 2018,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Nov 2017,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Nov 2018,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Oct 2017,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Oct 2018,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Sep 2017,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Stradivarius,Sep 2018,8/8/2024,Ground Floor,8/9/2017,Azadea,Female Fashion,t0068356,L0-027,377,0
Subdued,Apr 2017,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,10767
Subdued,Apr 2018,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11305
Subdued,Aug 2017,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11305
Subdued,Aug 2018,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11871
Subdued,Dec 2017,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11305
Subdued,Dec 2018,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11871
Subdued,Feb 2017,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,10767
Subdued,Feb 2018,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11305
Subdued,Jan 2017,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,10767
Subdued,Jan 2018,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11305
Subdued,Jul 2017,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11305
Subdued,Jul 2018,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11871
Subdued,Jun 2017,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11305
Subdued,Jun 2018,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11871
Subdued,Mar 2017,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,10767
Subdued,Mar 2018,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11305
Subdued,May 2017,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11305
Subdued,May 2018,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11871
Subdued,Nov 2017,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11305
Subdued,Nov 2018,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11871
Subdued,Oct 2017,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11305
Subdued,Oct 2018,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11871
Subdued,Sep 2017,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11305
Subdued,Sep 2018,5/4/2019,Ground Floor,5/4/2019,Others,Female Fashion,t0060244,L0-090,136,11871
Tally Weijl,Apr 2017,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,9800
Tally Weijl,Apr 2018,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,10290
Tally Weijl,Aug 2017,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,9800
Tally Weijl,Aug 2018,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,10290
Tally Weijl,Dec 2017,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,10290
Tally Weijl,Dec 2018,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,10805
Tally Weijl,Feb 2017,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,9800
Tally Weijl,Feb 2018,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,10290
Tally Weijl,Jan 2017,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,9800
Tally Weijl,Jan 2018,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,10290
Tally Weijl,Jul 2017,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,9800
Tally Weijl,Jul 2018,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,10290
Tally Weijl,Jun 2017,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,9800
Tally Weijl,Jun 2018,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,10290
Tally Weijl,Mar 2017,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,9800
Tally Weijl,Mar 2018,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,10290
Tally Weijl,May 2017,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,9800
Tally Weijl,May 2018,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,10290
Tally Weijl,Nov 2017,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,9800
Tally Weijl,Nov 2018,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,10290
Tally Weijl,Oct 2017,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,9800
Tally Weijl,Oct 2018,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,10290
Tally Weijl,Sep 2017,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,9800
Tally Weijl,Sep 2018,,Ground Floor,12/10/2019,Others,Female Fashion,t0068166,L0-101,147,10290
Un 1 Deux 2 Trois 3,Apr 2017,10/20/2019,Second Floor,10/20/2019,Others,Female Fashion,t0068199,L2-099,99,6188
Un 1 Deux 2 Trois 3,Apr 2018,10/20/2019,Second Floor,10/20/2019,Others,Female Fashion,t0068199,L2-099,99,6497
